// Initial random seed:
1502186215296

// RunInitializeCallbacks():
initializeMutationRate(1e-05);
initializeMutationType(1, 0.5, "f", 1);
initializeMutationType(2, 0.5, "f", -1);
initializeGenomicElementType(1, c(m1, m2), c(1, 1));
initializeGenomicElement(g1, 0, 999);
initializeRecombinationRate(0.001);

// Starting run at generation <start>:
1 

DATA:
800
110 36 110 36
110 217 110 217
110 259 110 259
110 251 110 251
110 292 110 292
109 301 109 301
108 301 108 301
107 337 107 337
108 338 108 338
104 319 104 319
105 321 105 321
107 336 107 336
107 334 108 333
103 336 104 335
101 338 101 338
99 348 100 347
99 335 100 334
96 364 97 363
91 369 93 367
94 387 95 386
88 378 87 379
85 383 86 382
87 381 88 380
84 382 84 382
84 374 84 374
77 393 79 391
71 403 72 402
73 425 74 424
76 407 75 408
73 408 76 405
73 412 73 412
71 402 74 399
70 413 72 411
67 412 65 414
75 419 74 420
71 420 71 420
74 414 74 414
76 414 78 412
72 413 72 413
72 420 74 418
72 408 76 404
71 400 73 398
74 420 72 422
71 397 65 403
69 415 66 418
71 419 70 420
71 408 72 407
73 412 73 412
70 397 70 397
72 399 74 397
71 430 72 429
70 431 73 428
69 448 71 446
69 431 71 429
65 448 67 446
66 434 70 430
67 426 68 425
69 427 68 428
68 424 69 423
73 414 72 415
71 431 71 431
72 412 74 410
71 430 69 432
69 437 72 434
70 426 73 423
69 429 68 430
68 421 65 424
67 438 67 438
61 425 64 422
60 449 66 443
61 444 63 442
62 439 67 434
60 427 66 421
60 455 67 448
59 435 68 426
62 430 68 424
63 447 70 440
60 436 66 430
61 450 67 444
60 468 66 462
64 461 65 460
62 450 68 444
59 454 63 450
60 434 63 431
56 450 65 441
56 456 62 450
56 461 68 449
55 471 61 465
57 453 61 449
54 483 57 480
56 461 61 456
54 453 64 443
52 462 66 448
52 451 65 438
49 461 58 452
51 470 59 462
48 459 55 452
46 470 55 461
45 457 59 443
44 475 55 464
47 478 57 468
47 476 58 465
48 461 59 450
49 462 58 453
48 468 58 458
47 466 56 457
43 477 55 465
40 466 54 452
42 438 54 426
44 466 54 456
41 471 49 463
42 477 55 464
42 474 55 461
40 479 58 461
46 463 55 454
44 461 51 454
47 443 51 439
43 456 52 447
43 441 51 433
41 475 49 467
39 441 52 428
45 447 50 442
46 452 50 448
46 434 51 429
47 432 54 425
44 439 52 431
48 448 54 442
46 485 54 477
48 453 57 444
46 477 51 472
51 458 53 456
52 487 46 493
53 456 50 459
53 462 50 465
49 451 52 448
50 459 50 459
53 434 49 438
49 439 49 439
47 437 47 437
53 453 46 460
49 449 47 451
47 455 44 458
50 451 42 459
50 450 44 456
58 425 43 440
60 428 43 445
56 428 46 438
52 451 42 461
57 446 44 459
52 454 44 462
57 450 45 462
54 462 45 471
53 428 44 437
55 445 42 458
57 437 48 446
58 431 45 444
62 421 45 438
60 426 45 441
57 433 47 443
54 434 52 436
53 417 52 418
58 449 48 459
57 422 48 431
53 439 44 448
53 442 45 450
53 444 44 453
54 452 43 463
54 441 46 449
56 436 49 443
58 421 44 435
55 449 47 457
58 451 47 462
56 448 48 456
58 466 44 480
59 429 49 439
56 448 47 457
54 453 47 460
53 464 48 469
53 447 41 459
49 455 43 461
48 454 45 457
50 468 43 475
51 447 47 451
50 445 45 450
49 446 45 450
54 457 46 465
52 421 40 433
54 433 38 449
53 440 38 455
52 428 39 441
48 464 39 473
44 459 40 463
53 437 43 447
51 479 49 481
46 457 48 455
45 453 46 452
45 445 45 445
45 451 50 446
46 462 46 462
49 453 46 456
46 467 43 470
46 452 45 453
47 461 42 466
49 446 42 453
52 411 41 422
50 453 42 461
49 457 41 465
54 470 40 484
53 458 37 474
54 470 41 483
51 471 44 478
45 479 41 483
47 477 43 481
45 477 43 479
45 483 41 487
47 481 44 484
43 459 44 458
48 463 41 470
40 472 47 465
42 456 45 453
41 479 46 474
42 487 41 488
45 477 41 481
41 464 42 463
43 446 41 448
40 435 44 431
43 455 41 457
45 455 43 457
49 451 41 459
44 452 41 455
44 448 44 448
42 453 45 450
43 417 45 415
43 435 45 433
42 452 47 447
44 445 46 443
43 430 44 429
41 439 46 434
44 431 44 431
47 426 45 428
46 450 45 451
45 407 44 408
44 417 46 415
46 433 47 432
41 445 50 436
44 444 53 435
42 441 44 439
41 444 47 438
38 447 42 443
39 482 47 474
40 459 45 454
40 460 43 457
39 455 47 447
38 457 48 447
39 468 48 459
37 453 47 443
36 455 50 441
33 487 42 478
34 485 45 474
38 446 40 444
36 466 33 469
34 456 39 451
35 453 45 443
36 473 43 466
38 458 45 451
36 440 42 434
38 461 40 459
41 466 40 467
40 458 41 457
38 452 44 446
41 422 40 423
43 442 41 444
41 445 42 444
41 466 38 469
45 470 40 475
46 463 42 467
47 445 42 450
43 451 42 452
43 445 43 445
44 450 42 452
44 452 41 455
46 445 41 450
44 444 42 446
43 450 40 453
43 439 40 442
47 448 39 456
49 462 36 475
51 431 40 442
50 444 44 450
47 456 41 462
46 436 45 437
43 449 43 449
46 444 40 450
44 460 39 465
40 462 40 462
42 433 37 438
38 469 35 472
40 436 36 440
39 451 38 452
42 437 40 439
40 431 41 430
40 455 41 454
38 460 42 456
41 461 45 457
40 436 45 431
38 468 45 461
36 453 44 445
41 458 44 455
42 459 48 453
44 454 46 452
42 455 44 453
44 488 42 490
42 457 44 455
40 473 43 470
40 474 40 474
42 465 41 466
40 455 42 453
43 448 42 449
42 454 46 450
41 452 42 451
39 452 41 450
39 449 46 442
40 455 44 451
36 449 45 440
42 437 47 432
41 449 43 447
42 431 44 429
35 440 43 432
35 435 44 426
36 471 42 465
40 439 41 438
35 443 42 436
37 456 48 445
40 461 48 453
39 464 46 457
45 428 48 425
42 418 44 416
40 421 41 420
37 449 43 443
36 458 42 452
37 444 44 437
37 458 46 449
36 450 48 438
43 459 45 457
42 460 47 455
39 480 50 469
41 456 45 452
38 426 46 418
41 447 46 442
44 431 43 432
43 470 44 469
42 452 45 449
44 438 45 437
42 452 41 453
43 452 42 453
41 460 46 455
46 443 50 439
45 441 46 440
43 461 43 461
44 457 46 455
44 468 51 461
43 455 46 452
44 457 47 454
46 475 47 474
42 467 43 466
45 456 51 450
48 461 44 465
45 468 43 470
42 462 41 463
46 448 40 454
46 442 43 445
47 472 38 481
48 473 40 481
53 443 43 453
56 455 43 468
57 466 47 476
53 455 47 461
56 440 45 451
56 449 45 460
57 448 50 455
55 451 45 461
57 456 41 472
51 460 44 467
59 445 43 461
54 473 42 485
53 466 42 477
52 466 40 478
56 447 40 463
54 466 43 477
55 467 43 479
54 448 44 458
53 445 44 454
50 441 44 447
53 428 46 435
53 442 44 451
54 441 46 449
54 443 50 447
54 455 51 458
55 464 49 470
52 464 51 465
54 454 52 456
53 446 54 445
50 433 54 429
51 455 54 452
50 459 56 453
52 433 53 432
54 423 52 425
54 441 53 442
54 455 51 458
54 447 55 446
57 438 51 444
58 467 50 475
59 460 52 467
57 442 48 451
55 450 46 459
56 442 47 451
55 439 48 446
51 436 48 439
49 464 49 464
47 440 51 436
45 470 50 465
49 427 51 425
44 452 54 442
47 472 53 466
52 447 51 448
45 472 52 465
48 457 55 450
49 456 53 452
46 438 52 432
52 449 52 449
54 449 52 451
52 453 52 453
49 468 54 463
50 469 54 465
51 452 52 451
50 446 49 447
52 450 48 454
53 440 47 446
52 461 52 461
53 453 50 456
55 442 49 448
51 467 52 466
55 444 52 447
56 456 49 463
56 448 46 458
54 434 47 441
57 446 54 449
54 454 52 456
54 432 52 434
53 456 57 452
55 435 55 435
50 448 54 444
50 449 52 447
49 432 53 428
44 458 51 451
46 458 48 456
45 442 46 441
42 462 48 456
42 466 52 456
39 474 48 465
44 477 49 472
40 463 49 454
38 456 49 445
41 473 49 465
40 473 49 464
42 459 48 453
43 461 45 459
41 462 48 455
42 467 49 460
43 442 49 436
40 458 48 450
41 478 48 471
42 467 44 465
43 457 52 448
44 478 48 474
46 464 47 463
43 456 51 448
45 444 47 442
43 458 50 451
44 477 49 472
45 481 52 474
43 484 50 477
43 473 50 466
42 457 49 450
43 448 52 439
42 480 51 471
41 464 53 452
40 466 48 458
46 478 50 474
44 466 53 457
44 453 48 449
44 483 46 481
42 481 52 471
46 488 53 481
47 486 50 483
48 475 52 471
48 470 54 464
47 485 54 478
53 463 50 466
50 467 54 463
51 466 54 463
52 432 51 433
49 455 49 455
48 477 50 475
50 444 50 444
51 451 48 454
50 449 50 449
50 459 48 461
53 452 50 455
48 466 52 462
52 436 51 437
55 440 51 444
52 452 55 449
51 450 57 444
56 426 57 425
52 439 51 440
49 463 49 463
46 460 52 454
51 471 51 471
47 474 54 467
49 460 49 460
45 477 57 465
45 461 53 453
49 458 54 453
48 461 52 457
52 452 55 449
53 436 53 436
54 451 48 457
51 452 49 454
50 444 43 451
53 451 48 456
52 464 48 468
50 442 48 444
54 445 51 448
55 471 51 475
56 460 55 461
54 459 54 459
59 461 54 466
59 428 52 435
62 447 51 458
58 434 50 442
57 446 49 454
57 437 51 443
58 437 53 442
59 433 52 440
60 409 53 416
63 429 51 441
60 425 52 433
59 403 46 416
61 415 47 429
59 442 48 453
57 438 51 444
55 449 51 453
52 436 47 441
54 431 44 441
48 465 47 466
55 476 50 481
59 464 47 476
57 462 47 472
58 463 42 479
54 457 47 464
50 475 44 481
52 470 44 478
58 465 48 475
55 446 49 452
51 459 53 457
54 470 51 473
54 482 46 490
53 485 51 487
53 466 49 470
53 474 44 483
52 456 50 458
49 470 45 474
54 482 42 494
53 469 40 482
52 466 44 474
52 444 42 454
49 457 48 458
47 470 43 474
46 459 45 460
52 452 45 459
53 449 42 460
52 438 46 444
52 448 45 455
53 463 45 471
55 432 46 441
53 463 49 467
58 459 46 471
54 459 44 469
50 451 47 454
49 444 48 445
53 472 48 477
52 456 50 458
54 454 48 460
52 428 45 435
56 436 50 442
55 452 47 460
56 417 50 423
58 436 53 441
60 443 50 453
57 437 50 444
59 439 51 447
54 448 53 449
58 442 54 446
57 451 52 456
63 435 51 447
62 448 49 461
59 439 48 450
58 471 46 483
64 441 49 456
60 447 45 462
61 460 47 474
62 438 48 452
63 459 51 471
60 454 48 466
59 460 43 476
63 441 47 457
63 444 45 462
60 449 44 465
62 459 43 478
58 461 48 471
57 459 50 466
56 456 50 462
61 444 47 458
56 446 47 455
56 448 42 462
59 434 40 453
60 432 40 452
62 434 46 450
62 438 43 457
60 434 39 455
61 466 41 486
59 431 42 448
58 440 41 457
60 445 45 460
62 431 43 450
58 433 40 451
57 461 45 473
55 460 46 469
59 447 43 463
60 458 43 475
55 465 45 475
60 456 46 470
61 440 47 454
60 479 47 492
59 473 44 488
55 470 47 478
54 479 50 483
51 475 52 474
53 460 53 460
53 456 53 456
49 465 53 461
53 449 51 451
50 451 62 439
52 456 56 452
53 448 63 438
54 444 59 439
49 456 59 446
49 450 57 442
51 469 57 463
51 447 55 443
51 458 55 454
54 452 56 450
49 439 58 430
49 441 58 432
51 461 58 454
51 463 58 456
49 472 57 464
47 439 59 427
47 456 59 444
50 428 57 421
43 442 56 429
50 456 59 447
48 433 55 426
50 444 53 441
53 442 52 443
53 419 51 421
52 447 55 444
53 457 49 461
53 436 49 440
53 444 52 445
49 421 51 419
48 440 54 434
48 446 57 437
48 435 55 428
51 456 58 449
45 453 57 441
48 446 59 435
47 446 56 437
50 462 53 459
45 452 50 447
48 460 54 454
48 457 56 449
48 468 52 464
47 464 52 459
47 444 47 444
50 459 52 457
49 449 53 445
49 458 54 453
49 463 54 458
53 450 52 451
45 459 52 452
44 451 50 445
46 443 50 439
45 438 50 433
50 434 52 432
50 432 49 433
44 451 48 447
43 438 49 432
44 450 49 445
47 431 45 433
46 437 41 442
47 424 44 427
46 452 42 456
48 465 42 471
44 448 41 451
44 435 39 440
44 438 40 442
46 439 36 449
45 454 41 458
48 440 37 451
43 482 41 484
47 441 40 448
48 448 44 452
46 445 47 444
45 457 46 456
49 436 48 437
