101 100
9.33636e-05 0.00527427 0.00443257
0.0239706 0.115354 0.0120124
0.0361562 0.171461 0.0110314
0.0410945 0.22519 0.0142207
0.0415668 0.272247 0.0122911
0.03839 0.243638 0.0145346
0.0360531 0.300763 0.0151943
0.0394881 0.306723 0.0130221
0.0356326 0.360855 0.0150652
0.0383447 0.354611 0.0155937
0.0375418 0.357197 0.0128713
0.0466401 0.420771 0.0141812
0.0383134 0.353696 0.0155575
0.0439766 0.368154 0.0145075
0.0358565 0.39862 0.0149584
0.0398631 0.411876 0.0122372
0.0372671 0.393518 0.0132749
0.0395093 0.418776 0.0157168
0.0411199 0.411102 0.0122742
0.0377134 0.418439 0.0134332
0.0338813 0.41145 0.0150434
0.0374168 0.401502 0.0131151
0.0339218 0.381836 0.0162621
0.0297505 0.440424 0.0145979
0.0339085 0.428687 0.0137765
0.0336076 0.399365 0.0173108
0.0391986 0.389111 0.0157356
0.044643 0.414002 0.0156879
0.0475056 0.430278 0.0194367
0.043802 0.438569 0.0156152
0.039857 0.431887 0.0141044
0.0457406 0.429628 0.0140188
0.0517246 0.482757 0.0155294
0.044139 0.367336 0.0168689
0.0418873 0.431181 0.014318
0.037945 0.388943 0.0130618
0.0368737 0.388479 0.0187933
0.0396995 0.439905 0.0152227
0.035347 0.411942 0.0148296
0.0404994 0.407367 0.0124128
0.039828 0.402179 0.0146596
0.0428948 0.445362 0.01715
0.0378091 0.425752 0.0161205
0.0394497 0.412239 0.0191382
0.0387495 0.397992 0.0149889
0.0394861 0.414402 0.0159847
0.0390794 0.434503 0.0172768
0.0400508 0.462928 0.0166869
0.0406426 0.447971 0.0164723
0.0363011 0.416052 0.0149237
0.0373285 0.404615 0.0151466
0.0443688 0.466617 0.0154306
0.0424601 0.496733 0.0153524
0.044398 0.4516 0.0159262
0.0481505 0.4622 0.0165963
0.0462989 0.423241 0.0149102
0.0416544 0.446649 0.0178973
0.0353989 0.406009 0.0156477
0.0356741 0.381996 0.01546
0.0345086 0.462124 0.0162934
0.0376049 0.459026 0.0140825
0.0360912 0.382576 0.0164665
0.0388846 0.460298 0.0165344
0.0383459 0.445284 0.0180981
0.0359867 0.462233 0.0147438
0.0409669 0.441705 0.0144714
0.0400927 0.445474 0.0150227
0.0481118 0.477678 0.0150208
0.0497949 0.488853 0.0161809
0.0416641 0.447468 0.0145837
0.0395207 0.450164 0.0177229
0.0407374 0.421366 0.0185515
0.038845 0.437919 0.0148734
0.0357931 0.450494 0.0147979
0.0461667 0.468493 0.014396
0.0441829 0.463711 0.0182593
0.0384314 0.459776 0.0157649
0.042523 0.491475 0.0174521
0.0393282 0.482966 0.0161744
0.0363659 0.45299 0.0150713
0.0361059 0.445103 0.0169222
0.0417171 0.529561 0.0153378
0.0440083 0.498354 0.0159006
0.0471682 0.495147 0.0140324
0.0464028 0.498961 0.0170013
0.0416175 0.488264 0.0152685
0.0392045 0.47176 0.016728
0.0416309 0.474622 0.0170792
0.0417796 0.491062 0.0150987
0.0463707 0.490104 0.0165938
0.0474858 0.4938 0.0153616
0.0451169 0.450926 0.0185279
0.0433188 0.474468 0.0187277
0.0526978 0.529869 0.0192108
0.043206 0.47306 0.0166772
0.0416167 0.489568 0.0164302
0.0356248 0.491159 0.0166462
0.0390386 0.527707 0.0165494
0.0377608 0.516266 0.0162158
0.0349639 0.510343 0.0161513
0.0365823 0.504289 0.020294
