401 50
0.000213977 0.0048273 0.0040779
0.0341647 0.0366134 0.00917673
0.0339822 0.0305888 0.0113248
0.0328309 0.0641969 0.0131245
0.0364678 0.0893586 0.0134472
0.0370873 0.10338 0.0135499
0.0318058 0.112814 0.0120006
0.0339986 0.10064 0.0128924
0.0379562 0.0922166 0.0131576
0.034698 0.119854 0.0124481
0.037363 0.140811 0.0131537
0.0359425 0.167112 0.0109865
0.0324832 0.119327 0.0135757
0.0317683 0.152355 0.0124201
0.0370447 0.17009 0.0135213
0.0382369 0.162539 0.0106324
0.0369897 0.159846 0.0121356
0.0347324 0.131731 0.0154488
0.0409925 0.212777 0.0134703
0.0375087 0.202003 0.0173107
0.041241 0.207845 0.0134761
0.0398082 0.196995 0.0133613
0.0344903 0.189111 0.0115675
0.0429198 0.18618 0.0139916
0.0401119 0.232894 0.0101975
0.0486325 0.23612 0.0118188
0.0357093 0.183505 0.0117287
0.0411863 0.235617 0.0122196
0.0395234 0.252304 0.0119691
0.0416242 0.259706 0.0133148
0.036026 0.190895 0.0153006
0.0421692 0.201503 0.0107151
0.0430786 0.222662 0.0140137
0.0409606 0.201801 0.0129275
0.0392976 0.229091 0.0116592
0.0337015 0.209196 0.0120685
0.0327985 0.181282 0.0141903
0.0363601 0.2246 0.0131549
0.0447019 0.214189 0.011957
0.0395194 0.227765 0.012368
0.0400585 0.195634 0.0145983
0.0463913 0.249089 0.0176642
0.0455204 0.211971 0.0147993
0.0422472 0.220801 0.0132995
0.0408517 0.24934 0.0119764
0.0376812 0.220894 0.0159612
0.0376487 0.215246 0.0141917
0.0397306 0.22473 0.0154028
0.0380678 0.20887 0.0138983
0.0371553 0.219142 0.0157924
0.035833 0.194612 0.0144695
0.03747 0.201725 0.0140349
0.0452983 0.293642 0.0160121
0.0440115 0.246895 0.014332
0.0421698 0.265543 0.0149883
0.0416489 0.265632 0.0166482
0.0384624 0.268898 0.0162114
0.035826 0.285177 0.0166981
0.0340421 0.230835 0.0139189
0.0369926 0.251304 0.0171857
0.0354261 0.302446 0.01514
0.0380477 0.274475 0.0152107
0.0364118 0.248951 0.0161616
0.0412122 0.262463 0.0152429
0.0453254 0.280554 0.0146407
0.0440938 0.277309 0.0144409
0.0496444 0.322 0.0137566
0.0419512 0.33383 0.0139736
0.0440581 0.340837 0.0141017
0.0359651 0.270735 0.0181059
0.0337195 0.258572 0.0159212
0.0410402 0.280356 0.0193858
0.0453917 0.327884 0.0220471
0.0401633 0.282601 0.0147828
0.0462277 0.317921 0.0141339
0.0383712 0.324333 0.0126792
0.0402208 0.28907 0.0154351
0.0413325 0.289665 0.0155633
0.0358493 0.310615 0.0153267
0.0363677 0.309492 0.0152359
0.0384822 0.369317 0.0125016
0.0381813 0.266862 0.0134755
0.0390401 0.375575 0.0172612
0.037945 0.323153 0.0140212
0.0357426 0.32458 0.0174475
0.0403765 0.389605 0.0138385
0.0401059 0.330893 0.0143835
0.0360157 0.323382 0.0148978
0.0326805 0.285715 0.0146632
0.0371779 0.37282 0.0180656
0.0351038 0.358527 0.0147285
0.0365916 0.333309 0.014965
0.0338184 0.254969 0.0151457
0.0356899 0.275563 0.0171427
0.0417921 0.302766 0.0157035
0.0411186 0.356505 0.0129957
0.0348076 0.317307 0.0114173
0.035397 0.291063 0.0132834
0.0340256 0.275865 0.0169779
0.0343792 0.290134 0.0147023
0.0352484 0.320429 0.0174464
0.0347545 0.305511 0.0148138
0.0362257 0.329125 0.0119696
0.0327528 0.347447 0.0136412
0.0365263 0.330516 0.0173716
0.036172 0.364386 0.0162919
0.0310019 0.306063 0.0152107
0.0346999 0.332161 0.0146412
0.0362223 0.331009 0.0186746
0.0372556 0.300097 0.0128534
0.0395364 0.28373 0.0158309
0.036795 0.362097 0.016821
0.0319963 0.351812 0.0155598
0.028347 0.315424 0.0143314
0.0346875 0.356928 0.0148282
0.035454 0.407746 0.0147696
0.0298598 0.289686 0.0154333
0.0344446 0.347526 0.0147681
0.0350259 0.335613 0.0143972
0.0381688 0.380092 0.0164938
0.0373711 0.343127 0.0153792
0.037526 0.327918 0.0154442
0.0411468 0.408192 0.0159495
0.038786 0.360649 0.0155038
0.0412254 0.391349 0.0122516
0.041148 0.376228 0.0160296
0.0378366 0.352565 0.0161065
0.03669 0.387821 0.0142336
0.0389691 0.356981 0.0165084
0.0374086 0.422495 0.0144525
0.0396032 0.380883 0.0177451
0.0325161 0.362386 0.0153888
0.033507 0.352447 0.017663
0.0343311 0.389734 0.0146837
0.0372992 0.382141 0.0145361
0.0382846 0.39078 0.0166535
0.0379002 0.398283 0.0138977
0.038794 0.356659 0.0165357
0.0330634 0.306091 0.0154097
0.0352294 0.316196 0.0156001
0.0387971 0.351629 0.0163162
0.040063 0.398288 0.0180092
0.0355182 0.33362 0.0155878
0.0337314 0.32195 0.0143298
0.0431793 0.361366 0.0181101
0.0419569 0.32498 0.0157071
0.0434666 0.396807 0.0169788
0.0405231 0.327633 0.0182556
0.0398954 0.317565 0.0189938
0.040875 0.352282 0.0158956
0.0435567 0.367968 0.0194677
0.0397088 0.391652 0.0172238
0.0401363 0.36427 0.0149843
0.0429501 0.386395 0.0131865
0.043608 0.399186 0.0144434
0.0425701 0.382426 0.0146834
0.0470072 0.414057 0.0159196
0.0475331 0.383861 0.0153859
0.0460364 0.378404 0.0155524
0.0467366 0.409594 0.015576
0.0474356 0.374995 0.0175205
0.0433142 0.375681 0.0170127
0.0471934 0.326096 0.0148491
0.0435444 0.40172 0.0158846
0.0479019 0.372322 0.0173196
0.0493614 0.441012 0.0161404
0.0472561 0.333344 0.0197673
0.0472695 0.345646 0.0161527
0.0439449 0.361305 0.0160884
0.0465592 0.357935 0.0173416
0.041408 0.346423 0.0168149
0.0420465 0.384708 0.016549
0.0369762 0.408312 0.0178898
0.0413482 0.444843 0.0195631
0.0449384 0.458848 0.0181114
0.0423563 0.451593 0.0186127
0.0399161 0.418992 0.0134088
0.0392418 0.439389 0.014328
0.0385237 0.444275 0.0138948
0.0394019 0.479245 0.0148617
0.0386055 0.382328 0.0164074
0.0421241 0.425382 0.018633
0.036669 0.399928 0.0166837
0.0414597 0.414323 0.015218
0.0386628 0.429437 0.0178538
