101 100
0.00011542 0.00462395 0.00434742
0.0118082 0.26634 0.0155494
0.0205355 0.433937 0.0157015
0.0264957 0.552116 0.0163959
0.0318316 0.647837 0.0160462
0.0338993 0.685711 0.0168762
0.0414057 0.753858 0.017261
0.0450493 0.771519 0.0164987
0.0449831 0.784765 0.0163076
0.049448 0.771815 0.0161093
0.0504347 0.800886 0.0158861
0.0486369 0.817941 0.0180286
0.0495729 0.794942 0.019089
0.0494357 0.814203 0.0156464
0.0509771 0.830715 0.0165071
0.0533685 0.850727 0.0147201
0.0543545 0.850322 0.0157536
0.0548924 0.824977 0.0154422
0.05974 0.814419 0.0180697
0.0555323 0.834038 0.0171385
0.0638893 0.847159 0.0149085
0.064776 0.821944 0.0166077
0.0654194 0.823509 0.01632
0.0670206 0.830184 0.0148048
0.06655 0.816249 0.0155183
0.0668084 0.825165 0.0165473
0.0647881 0.825192 0.0163929
0.064632 0.825775 0.0138431
0.0702366 0.825078 0.0153215
0.0712605 0.829144 0.0163358
0.0755317 0.858527 0.015416
0.0691635 0.820921 0.0163415
0.0769337 0.831977 0.0144063
0.0760349 0.816109 0.0142189
0.0738295 0.815523 0.0142835
0.077835 0.812784 0.016759
0.0796335 0.812944 0.0150455
0.0777791 0.800149 0.0151078
0.0844067 0.784642 0.0143824
0.0810978 0.819233 0.0146546
0.0788104 0.789487 0.01406
0.0828419 0.820491 0.0156836
0.0933503 0.811897 0.0159699
0.0979904 0.815758 0.0160261
0.105192 0.840409 0.0141971
0.0995239 0.833516 0.0143085
0.103368 0.859691 0.0170222
0.101503 0.8065 0.0144379
0.098608 0.840672 0.012763
0.100948 0.82627 0.0155807
0.103613 0.811866 0.015534
0.104941 0.830718 0.0147399
0.108184 0.833026 0.0127697
0.109696 0.837953 0.016002
0.108636 0.844793 0.0135182
0.102249 0.817929 0.0127967
0.106869 0.852052 0.0139948
0.10694 0.816717 0.0146154
0.109767 0.845799 0.0162372
0.114252 0.802311 0.0121738
0.112522 0.840096 0.0139306
0.116243 0.853972 0.0149317
0.118293 0.8488 0.0140529
0.11897 0.837863 0.0145395
0.117537 0.844719 0.0130929
0.116373 0.828169 0.0137801
0.121192 0.851495 0.0128316
0.120522 0.837776 0.0141215
0.125428 0.802543 0.019612
0.12439 0.848317 0.0152657
0.127182 0.855735 0.0150459
0.125266 0.804019 0.0140204
0.124772 0.824724 0.0131059
0.126542 0.839618 0.0120456
0.120766 0.847453 0.0149868
0.123832 0.825259 0.0190638
0.122755 0.829278 0.015744
0.127863 0.824743 0.0137099
0.134148 0.850965 0.0115489
0.134162 0.829348 0.0142478
0.13336 0.806041 0.0128887
0.137399 0.851653 0.0115709
0.134474 0.850354 0.0124828
0.136057 0.821233 0.0158768
0.134302 0.845826 0.0115184
0.13469 0.837909 0.0135026
0.132471 0.832214 0.0112007
0.133038 0.815687 0.012309
0.131583 0.805307 0.0129995
0.128988 0.827294 0.013729
0.12783 0.82479 0.0135045
0.123828 0.821875 0.0139871
0.117576 0.772624 0.0130262
0.119091 0.815609 0.013607
0.11982 0.812834 0.0117738
0.117474 0.783618 0.0117508
0.120658 0.838779 0.0111506
0.123385 0.82398 0.011556
0.120845 0.849288 0.00952236
0.115675 0.828433 0.0123046
0.116427 0.799015 0.0153462
