101 100
2.7927e-05 0.00213739 0.00478294
0.0191381 0.0467807 0.0136206
0.0242315 0.0925699 0.0141716
0.0312728 0.125195 0.0147275
0.0361098 0.174985 0.0142119
0.0438445 0.182175 0.0137964
0.0369704 0.169514 0.0127423
0.0351119 0.18597 0.0127268
0.037992 0.223057 0.0130446
0.0439327 0.230475 0.0165185
0.0408705 0.254555 0.015135
0.0443918 0.238577 0.0168812
0.0347457 0.215099 0.0119228
0.038942 0.238191 0.0134363
0.0341707 0.237718 0.012306
0.0365971 0.281126 0.0133567
0.0341327 0.236636 0.0152745
0.0368705 0.252851 0.0142544
0.0399 0.257375 0.0144967
0.0452888 0.284806 0.0151561
0.0437005 0.267389 0.0143775
0.0453961 0.282577 0.013228
0.0415578 0.27966 0.01418
0.0437492 0.294836 0.0153733
0.0417713 0.263776 0.0133486
0.0424531 0.287605 0.0131986
0.0422793 0.261344 0.0161881
0.0447268 0.299256 0.0156403
0.0431449 0.274544 0.0185805
0.0429787 0.2498 0.0121664
0.0435827 0.266467 0.0196613
0.0434073 0.285094 0.0142123
0.0437525 0.282462 0.0148664
0.0396302 0.237019 0.0170854
0.0401764 0.294987 0.0129395
0.0363638 0.27392 0.0163173
0.0339228 0.251654 0.013267
0.0381381 0.248577 0.0166544
0.0379666 0.246745 0.0169977
0.0421925 0.264193 0.018469
0.0418104 0.268887 0.0127894
0.0420827 0.269923 0.0139515
0.0440165 0.267362 0.0159238
0.0417032 0.308563 0.0201468
0.0442413 0.305707 0.0156263
0.039958 0.27976 0.014084
0.0365611 0.257276 0.0136522
0.0401218 0.302113 0.0134989
0.0431642 0.318669 0.0170535
0.0392394 0.341546 0.0124071
0.0387554 0.306011 0.014959
0.0382377 0.327029 0.0177094
0.0400137 0.321418 0.0158313
0.0384242 0.338021 0.0137044
0.0361742 0.32682 0.0157711
0.0405551 0.330466 0.0165429
0.037539 0.308123 0.015788
0.0386725 0.283157 0.0122817
0.0484472 0.338107 0.0143873
0.0432517 0.301287 0.0173891
0.0452153 0.346738 0.013422
0.0451909 0.366095 0.0162767
0.0421947 0.322971 0.0141067
0.0395697 0.325259 0.0151033
0.0400185 0.334924 0.0160978
0.0364519 0.307467 0.0133416
0.0376612 0.339175 0.0138294
0.0419562 0.353861 0.0142859
0.044894 0.36988 0.0164008
0.0427224 0.360021 0.0161488
0.0488459 0.404765 0.0154193
0.0426736 0.377192 0.0146906
0.0383808 0.366689 0.0124001
0.0410349 0.397906 0.0157623
0.0384537 0.365338 0.014199
0.0409343 0.376781 0.0159055
0.0395713 0.328408 0.0152557
0.0384603 0.357361 0.0122714
0.0387066 0.365448 0.0134879
0.0431249 0.407723 0.0157508
0.0410249 0.379176 0.0177842
0.0387147 0.36643 0.0159282
0.045394 0.440487 0.0163931
0.0422345 0.376959 0.014242
0.0412516 0.375796 0.0160949
0.0407235 0.383281 0.0125573
0.0428122 0.386969 0.018027
0.042915 0.371516 0.0136843
0.0454883 0.389094 0.0161111
0.0426255 0.3789 0.0168303
0.0425669 0.378716 0.0158324
0.0390544 0.349933 0.0150026
0.0405224 0.346556 0.0160818
0.040969 0.402108 0.015325
0.0391242 0.373189 0.0149362
0.0421039 0.38583 0.013766
0.0400507 0.353905 0.0164068
0.0391997 0.351855 0.0146641
0.0421078 0.383796 0.0154519
0.0393564 0.35156 0.014111
0.0372812 0.362986 0.0146091
